MARCA,MODEL,VALOARE_DAUNA,PRET_MANOPERA,PROCENT_MANOPERA
FORD,ESCAPE,348.08,159.06,45.6963916341071
FORD,ESCAPE,222.68,113.35,50.90264056044548
FORD,ESCAPE,250.87,156.63,62.43472714951967
AUDI,A8,389.32,213.98,54.962498715709444
FORD,ESCAPE,340.03,204.97,60.279975296297394
FORD,ESCAPE,301.54,174.41,57.83975591961264
FORD,FOCUS,283.09,203.41,71.85347416016108
FORD,WINDSTAR,359.11,200.91,55.94664587452313
BMW,325,387.64,242.31,62.50902899597565
FORD,EXPLORER,279.45,84.4,30.202182859187694
FORD,MUSTANG,472.36,314.09,66.49377593360995
AUDI,A8,277.52,133.88,48.24156817526665
AUDI,A4,295.25,114.34,38.72650296359018
AUDI,A8,208.3,108.86,52.26116178588573
FORD,TAURUS,243.85,142.8,58.56059052696331
FORD,FOCUS,240.14,128.56,53.535437661364206
FORD,TAURUS,218.3,120.76,55.3183692166743
FORD,ESCAPE,434.92,237.78,54.67212360893957
FORD,MUSTANG,280.65,84.34,30.051665775877428
FORD,WINDSTAR,408.86,241.57,59.083793963703954
FORD,FOCUS,226.55,109.28,48.23659236371662
FORD,TAURUS,312.37,163.9,52.46982744821847
FORD,EXPLORER,563.12,315.34,55.998721409291086
AUDI,A4,322.06,224.43,69.68577283735951
FORD,FOCUS,317.04,169.2,53.36866010598031
FORD,EXPLORER,258.29,187.16,72.4611870378257
FORD,ESCAPE,303.91,158.5,52.15359810470205
FORD,FOCUS,306.23,171.5,56.00365738170656
FORD,FOCUS,298.86,174.45,58.37181288897811
FORD,FOCUS,363.14,166.75,45.91892933854712
FORD,FOCUS,340.93,155.48,45.604669580265735
FORD,EXPLORER,293.36,119.96,40.89173711480774
FORD,FOCUS,229.53,109.89,47.87609462815318
FORD,EXPLORER,321.1,164.48,51.22391778262223
AUDI,A8,303.95,204.09,67.14591215660471
FORD,TAURUS,240.45,127.16,52.88417550426284
FORD,FOCUS,317.61,184.7,58.15308082239223
FORD,TAURUS,262.56,100.51,38.280773918342476
FORD,FOCUS,301.56,167.49,55.54118583366494
FORD,WINDSTAR,464.94,348.46,74.94730502860584
FORD,F150,338.12,29.95,8.857801963799835
FORD,FOCUS,258.45,148.17,57.33023795705166
AUDI,A4,315.84,137.86,43.648682877406294
FORD,FOCUS,232.86,106.46,45.718457442239966
BMW,325,289.51,172.81,59.69051155400504
FORD,FOCUS,327.74,170.07,51.89174345517789
FORD,FOCUS,307.4,152.64,49.6551724137931
FORD,FOCUS,292.68,126.06,43.07093070930709
BMW,325,276.12,169.76,61.480515717803854
AUDI,A4,333.76,151.42,45.36792905081495
FORD,FOCUS,393.1,198.8,50.5723734418723
FORD,FOCUS,312.39,200.32,64.12497199014054
FORD,FOCUS,295.92,194.0,65.55825898891592
AUDI,A8,365.43,193.99,53.08540623375202
AUDI,A6,335.3,154.78,46.16164628690725
FORD,FOCUS,285.56,156.21,54.703039641406356
FORD,EXPLORER,358.75,207.23,57.764459930313585
FORD,FOCUS,291.41,108.37,37.188154147078
FORD,FOCUS,417.62,232.74,55.73008955509794
FORD,FOCUS,351.78,235.54,66.9566206151572
FORD,EXPLORER,643.26,345.47,53.7061219413612
FORD,EXCURSION,631.69,349.87,55.38634456774684
AUDI,A4,291.87,202.73,69.45900572172542
FORD,FOCUS,369.6,244.92,66.26623376623377
FORD,TAURUS,212.03,95.85,45.20586709427911
FORD,EXPLORER,250.66,138.85,55.39376047235298
FORD,MUSTANG,499.11,292.25,58.55422652321132
FORD,EXPLORER,178.5,103.12,57.7703081232493
FORD,EXPLORER,332.64,157.3,47.2883597883598
FORD,FOCUS,334.54,161.77,48.355951455730256
FORD,EXPLORER,224.55,95.73,42.63193052772211
FORD,FOCUS,320.62,155.29,48.43428357557232
FORD,FOCUS,327.9,193.17,58.91125343092406
AUDI,A4,386.57,221.18,57.21602814496728
FORD,FOCUS,306.47,197.49,64.44023884882697
FORD,FOCUS,276.65,128.18,46.33291162118201
FORD,EXPLORER,225.08,147.67,65.6077838990581
AUDI,A6,357.88,183.84,51.36917402481279
FORD,TAURUS,290.93,149.48,51.38005705839892
FORD,FOCUS,386.72,100.38,25.95676458419528
FORD,TAURUS,276.08,145.23,52.60431758910461
FORD,FOCUS,340.17,164.75,48.43166651968133
FORD,MUSTANG,262.49,137.49,52.379138252885824
FORD,FOCUS,239.67,137.31,57.29127550381775
FORD,WINDSTAR,284.02,104.68,36.85655939722555
FORD,FOCUS,191.86,94.56,49.28593766287918
FORD,FOCUS,254.3,124.64,49.01297679905623
FORD,TAURUS,372.55,204.54,54.902697624479934
FORD,FOCUS,250.23,107.27,42.868560923949964
FORD,FOCUS,352.39,174.54,49.530349896421576
